# output from https://query.wikidata.org/#SELECT%20%3Fhuman%20%3FhumanLabel%0AWHERE%0A%7B%0A%20%20%3Fhuman%20wdt%3AP21%20wd%3AQ6581097%20.%0A%20%20SERVICE%20wikibase%3Alabel%20%7B%20bd%3AserviceParam%20wikibase%3Alanguage%20%22en%22%20%7D%0A%7D%20LIMIT%202500%0A
human	humanLabel
http://www.wikidata.org/entity/Q2972	Sir John Barrow, 1st Baronet
http://www.wikidata.org/entity/Q3008	Mike Oldfield
http://www.wikidata.org/entity/Q3034	Willoughby Newton
http://www.wikidata.org/entity/Q3036	Mack Wilberg
http://www.wikidata.org/entity/Q3044	Charlemagne
http://www.wikidata.org/entity/Q3048	Charles Maurras
http://www.wikidata.org/entity/Q3090	Guy Teissier
http://www.wikidata.org/entity/Q3098	Georg Henrik Lybecker
http://www.wikidata.org/entity/Q3099	Francis van Bossuit
http://www.wikidata.org/entity/Q3101	Patrick Ricard
http://www.wikidata.org/entity/Q3102	Francis Coventry
http://www.wikidata.org/entity/Q3112	Phil Hill
http://www.wikidata.org/entity/Q3121	Geoffrey Dear
http://www.wikidata.org/entity/Q3128	Graham Hill
http://www.wikidata.org/entity/Q3137	Jim Clark
http://www.wikidata.org/entity/Q3153	John Surtees
http://www.wikidata.org/entity/Q3165	Conrad Wahn
http://www.wikidata.org/entity/Q3166	Denny Hulme
http://www.wikidata.org/entity/Q3188	Jackie Stewart
http://www.wikidata.org/entity/Q3195	Geoffrey Arend
http://www.wikidata.org/entity/Q3197	Friedrich Wilhelm Grund
http://www.wikidata.org/entity/Q3205	William Terry
http://www.wikidata.org/entity/Q3234	Jochen Rindt
http://www.wikidata.org/entity/Q3239	James K. Gibson
http://www.wikidata.org/entity/Q3247	Allen Sheppard
http://www.wikidata.org/entity/Q3250	Tom Biss
http://www.wikidata.org/entity/Q3251	Elisha E. Meredith
http://www.wikidata.org/entity/Q3253	Henry P. Alexander
http://www.wikidata.org/entity/Q3260	Hubert Clifford
http://www.wikidata.org/entity/Q3271	Todd Russell Platts
http://www.wikidata.org/entity/Q3275	David Cairns
http://www.wikidata.org/entity/Q3285	Michael Shaw
http://www.wikidata.org/entity/Q3288	John Gregg
http://www.wikidata.org/entity/Q3291	Leonid Razvozzhayev
http://www.wikidata.org/entity/Q3295	Gilles-Éric Séralini
http://www.wikidata.org/entity/Q3300	Ernst Tiburzy
http://www.wikidata.org/entity/Q3301	Charles Martel
http://www.wikidata.org/entity/Q3321	Simon Lohet
http://www.wikidata.org/entity/Q3324	Rufus R. Jones
http://www.wikidata.org/entity/Q3335	George Orwell
http://www.wikidata.org/entity/Q3340	Ptolemy IX Lathyros
http://www.wikidata.org/entity/Q3345	Ptolemy X Alexander I
http://www.wikidata.org/entity/Q3350	Ptolemy VIII Physcon
http://www.wikidata.org/entity/Q3356	Antiochus IV Epiphanes
http://www.wikidata.org/entity/Q3362	Seleucus IV Philopator
http://www.wikidata.org/entity/Q3365	Antiochus III the Great
http://www.wikidata.org/entity/Q3371	Seleucus III Ceraunus
http://www.wikidata.org/entity/Q3373	Seleucus II Callinicus
http://www.wikidata.org/entity/Q3378	Steffen Wöller
http://www.wikidata.org/entity/Q3547	Franciszek Karpiński
http://www.wikidata.org/entity/Q3603	Jack Angel
http://www.wikidata.org/entity/Q3606	Emil Rilke
http://www.wikidata.org/entity/Q3610	Pierre Aïm
http://www.wikidata.org/entity/Q3611	Ashton Rome
http://www.wikidata.org/entity/Q3622	Benoît Potier
http://www.wikidata.org/entity/Q3647	Mohamed Sheikh
http://www.wikidata.org/entity/Q3648	Aleksandr Kanaki
http://www.wikidata.org/entity/Q3671	Justin Chadwick
http://www.wikidata.org/entity/Q3677	Dennis Lawrence
http://www.wikidata.org/entity/Q3722	C.K. Vineeth
http://www.wikidata.org/entity/Q3745	Ahmad Heryawan
http://www.wikidata.org/entity/Q3772	Quentin Tarantino
http://www.wikidata.org/entity/Q3794	Laurent Dauthuille
http://www.wikidata.org/entity/Q3824	Etienne-Barthélémy Garnier
http://www.wikidata.org/entity/Q3835	Ton Sijbrands
http://www.wikidata.org/entity/Q3867	Piet Roozenburg
http://www.wikidata.org/entity/Q3910	Albert II, Prince of Monaco
http://www.wikidata.org/entity/Q3911	Albert II of Belgium
http://www.wikidata.org/entity/Q3924	Kevin Rudolf
http://www.wikidata.org/entity/Q3954	Neptune
http://www.wikidata.org/entity/Q3990	Jeffrey Garcia
http://www.wikidata.org/entity/Q3996	V. P. Kalairajan
http://www.wikidata.org/entity/Q4009	Ramesses IX
http://www.wikidata.org/entity/Q4012	Paul von Rennenkampf
http://www.wikidata.org/entity/Q4014	George Zorab
http://www.wikidata.org/entity/Q4025	Rosearik Rikki Simons
http://www.wikidata.org/entity/Q4026	Ramesses X
http://www.wikidata.org/entity/Q4028	Paul Simon
http://www.wikidata.org/entity/Q4030	Duke Ellington
http://www.wikidata.org/entity/Q4036	Richard Steven Horvitz
http://www.wikidata.org/entity/Q4038	Tony Barbieri
http://www.wikidata.org/entity/Q4039	Art Garfunkel
http://www.wikidata.org/entity/Q4042	CeeLo Green
http://www.wikidata.org/entity/Q4061	Woody Guthrie
http://www.wikidata.org/entity/Q4064	Ramesses V
http://www.wikidata.org/entity/Q4109	Chris Rock
http://www.wikidata.org/entity/Q4119	Adam Carolla
http://www.wikidata.org/entity/Q4124	Franciszek Smuda
http://www.wikidata.org/entity/Q4128	Louis Aragon
http://www.wikidata.org/entity/Q4142	T-killah
http://www.wikidata.org/entity/Q4145	Patrice O'Neal
http://www.wikidata.org/entity/Q4153	George Bournoutian
http://www.wikidata.org/entity/Q4199	Jérôme Neuville
http://www.wikidata.org/entity/Q4203	Felix Baumgartner
http://www.wikidata.org/entity/Q4212	Ned Beatty
http://www.wikidata.org/entity/Q4214	Adam de la Halle
http://www.wikidata.org/entity/Q4223	Julian McMahon
http://www.wikidata.org/entity/Q4227	James Coburn
http://www.wikidata.org/entity/Q4232	Bernard Lacombe
http://www.wikidata.org/entity/Q4237	Fleury Di Nallo
http://www.wikidata.org/entity/Q4240	Serge Chiesa
http://www.wikidata.org/entity/Q4245	Jean-Michel Aulas
http://www.wikidata.org/entity/Q4247	Rodolphe Töpffer
http://www.wikidata.org/entity/Q4261	Michel Platini
http://www.wikidata.org/entity/Q4267	Adémar de Chabannes
http://www.wikidata.org/entity/Q4270	Tom DeLonge
http://www.wikidata.org/entity/Q4271	Mark Hoppus
http://www.wikidata.org/entity/Q4273	Raymond of Aguilers
http://www.wikidata.org/entity/Q4276	Dudo of Saint-Quentin
http://www.wikidata.org/entity/Q4279	Richard Barbieri
http://www.wikidata.org/entity/Q4285	Theophanes of Byzantium
http://www.wikidata.org/entity/Q4288	Cvijetin Todić
http://www.wikidata.org/entity/Q4289	Guibert of Nogent
http://www.wikidata.org/entity/Q4291	Ante Bilobrk
http://www.wikidata.org/entity/Q4293	Jon Abrahams
http://www.wikidata.org/entity/Q4295	Peter Abelard
http://www.wikidata.org/entity/Q4298	Publius Flavius Vegetius Renatus
http://www.wikidata.org/entity/Q4302	Chrétien de Troyes
http://www.wikidata.org/entity/Q4313	Alain de Lille
http://www.wikidata.org/entity/Q4318	Theopompus
http://www.wikidata.org/entity/Q4323	Albert of Aix
http://www.wikidata.org/entity/Q4328	Alberich of Reims
http://www.wikidata.org/entity/Q4332	Đorđe Gagić
http://www.wikidata.org/entity/Q4337	Rodger Bumpass
http://www.wikidata.org/entity/Q4340	Andreas Capellanus
http://www.wikidata.org/entity/Q4344	Arnaut Daniel
http://www.wikidata.org/entity/Q4349	Jimmy Bennett
http://www.wikidata.org/entity/Q4381	Carlos Pellicer
http://www.wikidata.org/entity/Q4408	Mr. Lawrence
http://www.wikidata.org/entity/Q4413	Alpha Condé
http://www.wikidata.org/entity/Q4414	Faure Essozimna Gnassingbé Eyadéma
http://www.wikidata.org/entity/Q4440	Eric Bana
http://www.wikidata.org/entity/Q4443	Pius VIII
http://www.wikidata.org/entity/Q4448	Benedict XV
http://www.wikidata.org/entity/Q4452	Thomas of Metsoph
http://www.wikidata.org/entity/Q4457	Franz Beckenbauer
http://www.wikidata.org/entity/Q4462	Joachim Löw
http://www.wikidata.org/entity/Q4465	Peter Jackson
http://www.wikidata.org/entity/Q4487	Federico Gamboa
http://www.wikidata.org/entity/Q4488	Clancy Brown
http://www.wikidata.org/entity/Q4490	Zach Gilford
http://www.wikidata.org/entity/Q4496	Mitt Romney
http://www.wikidata.org/entity/Q4500	Vince Gilligan
http://www.wikidata.org/entity/Q4501	Bernart de Ventadorn
http://www.wikidata.org/entity/Q4505	Bram Moszkowicz
http://www.wikidata.org/entity/Q4506	Béroul
http://www.wikidata.org/entity/Q4510	Bertran de Born
http://www.wikidata.org/entity/Q4517	Bernard Katz
http://www.wikidata.org/entity/Q4538	Jonathan Winters
http://www.wikidata.org/entity/Q4547	Daniel Craig
http://www.wikidata.org/entity/Q4573	Sean Connery
http://www.wikidata.org/entity/Q4586	Jonas Reckermann
http://www.wikidata.org/entity/Q4590	Julius Brink
http://www.wikidata.org/entity/Q4593	Rajiv Gandhi
http://www.wikidata.org/entity/Q4599	Raúl Albiol
http://www.wikidata.org/entity/Q4604	Confucius
http://www.wikidata.org/entity/Q4617	Corbin Bleu
http://www.wikidata.org/entity/Q4622	Francesco Filelfo
http://www.wikidata.org/entity/Q4631	Mohamed Morsi
http://www.wikidata.org/entity/Q4640	Vulcan
http://www.wikidata.org/entity/Q4649	Jupiter
http://www.wikidata.org/entity/Q4653	Sherlock Holmes
http://www.wikidata.org/entity/Q4671	Matthew Kneale
http://www.wikidata.org/entity/Q4673	Paul Otto
http://www.wikidata.org/entity/Q4691	Andre de Kruijff
http://www.wikidata.org/entity/Q4695	Jean-Jacques Kieffer
http://www.wikidata.org/entity/Q4700	Claude Debussy
http://www.wikidata.org/entity/Q4701	Manfred von Richthofen
http://www.wikidata.org/entity/Q4715	Moncef Marzouki
http://www.wikidata.org/entity/Q4723	Charles II de Croÿ
http://www.wikidata.org/entity/Q4724	Le Corbusier
http://www.wikidata.org/entity/Q4732	Yassine Benzia
http://www.wikidata.org/entity/Q4735	John Hamilton
http://www.wikidata.org/entity/Q4737	Porfirio Lobo Sosa
http://www.wikidata.org/entity/Q4738	Corey Dillon
http://www.wikidata.org/entity/Q4740	Júnior César Moreira da Cunha
http://www.wikidata.org/entity/Q4742	Manoel da Costa Ataíde
http://www.wikidata.org/entity/Q4749	Antal Ádám
http://www.wikidata.org/entity/Q4752	Jenő Ábel
http://www.wikidata.org/entity/Q4757	Yves Mariot
http://www.wikidata.org/entity/Q4761	Ernst Mielck
http://www.wikidata.org/entity/Q4762	Roy Budd
http://www.wikidata.org/entity/Q4768	Karl Bryullov
http://www.wikidata.org/entity/Q4769	Anthony Sweijs
http://www.wikidata.org/entity/Q4770	Solko van den Bergh
http://www.wikidata.org/entity/Q4774	András Fáy
http://www.wikidata.org/entity/Q4786	Marie-Jean-Léon d'Hervey de Saint Denys
http://www.wikidata.org/entity/Q4790	Michele Pellizzer
http://www.wikidata.org/entity/Q4805	Nicholas Prokopievich Miholaps
http://www.wikidata.org/entity/Q4806	Greg Merson
http://www.wikidata.org/entity/Q4807	Roman Matveevich Semashkevich
http://www.wikidata.org/entity/Q4833	Marcel Doret
http://www.wikidata.org/entity/Q4835	Rafał Bigus
http://www.wikidata.org/entity/Q4836	Tomasz Jankowski
http://www.wikidata.org/entity/Q4837	Maciej Zieliński
http://www.wikidata.org/entity/Q4864	Eugene Kaspersky
http://www.wikidata.org/entity/Q4866	Chris Hooijkaas
http://www.wikidata.org/entity/Q4876	Jan de Kreek
http://www.wikidata.org/entity/Q4883	Ron Howard
http://www.wikidata.org/entity/Q4889	Marcus Ravenswaaij
http://www.wikidata.org/entity/Q4891	Uilke Vuurman
http://www.wikidata.org/entity/Q4896	William Hamilton, Duke of Hamilton
http://www.wikidata.org/entity/Q4899	Francis Marrash
http://www.wikidata.org/entity/Q4914	Jimmy Kimmel
http://www.wikidata.org/entity/Q4922	Eugenio Calabi
http://www.wikidata.org/entity/Q4926	Birger Kildal
http://www.wikidata.org/entity/Q4931	Wang Tao
http://www.wikidata.org/entity/Q4933	Otto Richard Kierulf
http://www.wikidata.org/entity/Q4934	Larry Page
http://www.wikidata.org/entity/Q4960	Jason Lee
http://www.wikidata.org/entity/Q4985	Herman Melville
http://www.wikidata.org/entity/Q4989	Emperor Taizu of Liao
http://www.wikidata.org/entity/Q4991	Emperor Taizong of Liao
http://www.wikidata.org/entity/Q4992	Emperor Shizong of Liao
http://www.wikidata.org/entity/Q4993	Emperor Muzong of Liao
http://www.wikidata.org/entity/Q4997	Emperor Jingzong of Liao
http://www.wikidata.org/entity/Q5000	Emperor Shengzong of Liao
http://www.wikidata.org/entity/Q5005	Emperor Xingzong of Liao
http://www.wikidata.org/entity/Q5007	Emperor Daozong of Liao
http://www.wikidata.org/entity/Q5009	Emperor Tianzuo of Liao
http://www.wikidata.org/entity/Q5011	Cupid
http://www.wikidata.org/entity/Q5024	Abel Xavier
http://www.wikidata.org/entity/Q5031	Elder Paisios of Mount Athos
http://www.wikidata.org/entity/Q5040	James Meredith
http://www.wikidata.org/entity/Q5060	Emperor Taizu of Jin
http://www.wikidata.org/entity/Q5069	Emperor Modi of Jin
http://www.wikidata.org/entity/Q5070	Emperor Taizong of Jin
http://www.wikidata.org/entity/Q5071	Emperor Xizong of Jin
http://www.wikidata.org/entity/Q5072	Emperor Hailingwang of Jin
http://www.wikidata.org/entity/Q5073	Emperor Shizong of Jin
http://www.wikidata.org/entity/Q5074	Emperor Zhangzong of Jin
http://www.wikidata.org/entity/Q5076	Wanyan Yongji
http://www.wikidata.org/entity/Q5080	Emperor Xuanzong of Jin
http://www.wikidata.org/entity/Q5081	Emperor Aizong of Jin
http://www.wikidata.org/entity/Q5117	Eugen Polanski
http://www.wikidata.org/entity/Q5152	Mustafa Kemal Atatürk
http://www.wikidata.org/entity/Q5167	Ramesses VI
http://www.wikidata.org/entity/Q5169	Bertrand de Bar-sur-Aube
http://www.wikidata.org/entity/Q5170	Blondel de Nesle
http://www.wikidata.org/entity/Q5172	Jean Bodel
http://www.wikidata.org/entity/Q5197	Gace Brulé
http://www.wikidata.org/entity/Q5198	Walter of Châtillon
http://www.wikidata.org/entity/Q5199	Le Chastelain de Couci
http://www.wikidata.org/entity/Q5201	Raimbaut of Orange
http://www.wikidata.org/entity/Q5208	Huang Xianfan
http://www.wikidata.org/entity/Q5233	François-Édouard Picot
http://www.wikidata.org/entity/Q5236	Edward II of England
http://www.wikidata.org/entity/Q5252	Salh d'Escola
http://www.wikidata.org/entity/Q5254	Folquet de Marselha
http://www.wikidata.org/entity/Q5258	Graindor de Douai
http://www.wikidata.org/entity/Q5260	Jaufre Rudel
http://www.wikidata.org/entity/Q5264	Hippocrates
http://www.wikidata.org/entity/Q5269	Peire Vidal
http://www.wikidata.org/entity/Q5271	Hugh Primas
http://www.wikidata.org/entity/Q5280	Laurent Mourguet
http://www.wikidata.org/entity/Q5284	Bill Gates
http://www.wikidata.org/entity/Q5327	Adolf Butenandt
http://www.wikidata.org/entity/Q5331	Vinko Kambič
http://www.wikidata.org/entity/Q5333	Charles Lyell
http://www.wikidata.org/entity/Q5335	Harm Wiersma
http://www.wikidata.org/entity/Q5336	Guntis Valneris
http://www.wikidata.org/entity/Q5344	Roman Jerala
http://www.wikidata.org/entity/Q5345	Boris Sket
http://www.wikidata.org/entity/Q5346	Matija Gogala
http://www.wikidata.org/entity/Q5347	Franc Gubenšek
http://www.wikidata.org/entity/Q5348	Jovan Hadži
http://www.wikidata.org/entity/Q5349	Fran Jesenko
http://www.wikidata.org/entity/Q5350	Boris Kryštufek
http://www.wikidata.org/entity/Q5351	William IX
http://www.wikidata.org/entity/Q5352	Ernest Mayer
http://www.wikidata.org/entity/Q5353	Gilles de Corbeil
http://www.wikidata.org/entity/Q5354	Ernst Mayr
http://www.wikidata.org/entity/Q5355	Gilles de Paris
http://www.wikidata.org/entity/Q5356	Gautier de Coincy
http://www.wikidata.org/entity/Q5359	Vital de Blois
http://www.wikidata.org/entity/Q5360	Štefan Michieli
http://www.wikidata.org/entity/Q5361	Geoffrey of Villehardouin
http://www.wikidata.org/entity/Q5362	Narcis Mršić
http://www.wikidata.org/entity/Q5364	Anton Polenec
http://www.wikidata.org/entity/Q5365	Kazimir Tarman
http://www.wikidata.org/entity/Q5368	Maks Wraber
http://www.wikidata.org/entity/Q5370	Tone Wraber
http://www.wikidata.org/entity/Q5371	Theobald of Étampes
http://www.wikidata.org/entity/Q5376	Robert the Monk
http://www.wikidata.org/entity/Q5380	Robert de Boron
http://www.wikidata.org/entity/Q5382	Wace
http://www.wikidata.org/entity/Q5383	David Bowie
http://www.wikidata.org/entity/Q5391	Rigord
http://www.wikidata.org/entity/Q5396	Louis Blériot
http://www.wikidata.org/entity/Q5404	Albéric de Pisançon
http://www.wikidata.org/entity/Q5409	Peire Rogier
http://www.wikidata.org/entity/Q5432	Francisco Goya
http://www.wikidata.org/entity/Q5444	Pietro Mennea
http://www.wikidata.org/entity/Q5447	Eddy Ottoz
http://www.wikidata.org/entity/Q5458	Rudolf Feustel
http://www.wikidata.org/entity/Q5479	Daniele Greco
http://www.wikidata.org/entity/Q5480	Bart Simpson
http://www.wikidata.org/entity/Q5547	Antonio Canova
http://www.wikidata.org/entity/Q5553	Luigi Bailo
http://www.wikidata.org/entity/Q5558	Bartolomeo Coghetto
http://www.wikidata.org/entity/Q5571	Andrea del Sarto
http://www.wikidata.org/entity/Q5577	Salvador Dalí
http://www.wikidata.org/entity/Q5580	Albrecht Dürer
http://www.wikidata.org/entity/Q5581	Vittore Carpaccio
http://www.wikidata.org/entity/Q5582	Vincent van Gogh
http://www.wikidata.org/entity/Q5585	Giovanni Giocondo
http://www.wikidata.org/entity/Q5586	Katsushika Hokusai
http://www.wikidata.org/entity/Q5589	Henri Matisse
http://www.wikidata.org/entity/Q5591	Pinturicchio
http://www.wikidata.org/entity/Q5592	Michelangelo
http://www.wikidata.org/entity/Q5593	Pablo Picasso
http://www.wikidata.org/entity/Q5594	Antonello da Messina
http://www.wikidata.org/entity/Q5597	Raphael
http://www.wikidata.org/entity/Q5598	Rembrandt
http://www.wikidata.org/entity/Q5599	Peter Paul Rubens
http://www.wikidata.org/entity/Q5600	Mimar Sinan
http://www.wikidata.org/entity/Q5603	Andy Warhol
http://www.wikidata.org/entity/Q5604	Frank Lloyd Wright
http://www.wikidata.org/entity/Q5608	Eminem
http://www.wikidata.org/entity/Q5618	Mahieu de Gant
http://www.wikidata.org/entity/Q5621	Mahieu le Juif
http://www.wikidata.org/entity/Q5623	Aimeric de Peguilhan
http://www.wikidata.org/entity/Q5626	Odo of Deuil
http://www.wikidata.org/entity/Q5630	Fulcher of Chartres
http://www.wikidata.org/entity/Q5631	Hugh of Fouilloy
http://www.wikidata.org/entity/Q5648	Gautier d'Arras
http://www.wikidata.org/entity/Q5649	Gui de Cambrai
http://www.wikidata.org/entity/Q5650	Guiot de Provins
http://www.wikidata.org/entity/Q5651	John of Hauville
http://www.wikidata.org/entity/Q5652	Hélinand of Froidmont
http://www.wikidata.org/entity/Q5658	Hugues III d'Oisy
http://www.wikidata.org/entity/Q5659	Conon de Béthune
http://www.wikidata.org/entity/Q5661	Lambert of Ardres
http://www.wikidata.org/entity/Q5664	Fra Angelico
http://www.wikidata.org/entity/Q5669	Sandro Botticelli
http://www.wikidata.org/entity/Q5670	Abu Nuwas
http://www.wikidata.org/entity/Q5673	Hans Christian Andersen
http://www.wikidata.org/entity/Q5676	Matsuo Bashō
http://www.wikidata.org/entity/Q5679	Lord Byron
http://www.wikidata.org/entity/Q5681	Andrea Mantegna
http://www.wikidata.org/entity/Q5682	Miguel de Cervantes
http://www.wikidata.org/entity/Q5683	Geoffrey Chaucer
http://www.wikidata.org/entity/Q5685	Anton Chekhov
http://www.wikidata.org/entity/Q5686	Charles Dickens
http://www.wikidata.org/entity/Q5721	Philippe Pétain
http://www.wikidata.org/entity/Q5738	Adolphe Thiers
http://www.wikidata.org/entity/Q5749	Pierre-Joseph Proudhon
http://www.wikidata.org/entity/Q5752	Peter Kropotkin
http://www.wikidata.org/entity/Q5809	Che Guevara
http://www.wikidata.org/entity/Q5811	Masaccio
http://www.wikidata.org/entity/Q5812	Novak Djokovic
http://www.wikidata.org/entity/Q5816	Mao Zedong
http://www.wikidata.org/entity/Q5819	José Bové
http://www.wikidata.org/entity/Q5821	Dan O'Brien
http://www.wikidata.org/entity/Q5822	Piero della Francesca
http://www.wikidata.org/entity/Q5827	Pietro Perugino
http://www.wikidata.org/entity/Q5829	Jean-Luc Mélenchon
http://www.wikidata.org/entity/Q5878	Gabriel García Márquez
http://www.wikidata.org/entity/Q5879	Johann Wolfgang von Goethe
http://www.wikidata.org/entity/Q5912	Marcel Duchamp
http://www.wikidata.org/entity/Q5921	Chuck Berry
http://www.wikidata.org/entity/Q5928	Jimi Hendrix
http://www.wikidata.org/entity/Q5950	James Brown
http://www.wikidata.org/entity/Q5959	Quintus Curtius Rufus
http://www.wikidata.org/entity/Q5969	Eddie Cochran
http://www.wikidata.org/entity/Q5977	Buddy Holly
http://www.wikidata.org/entity/Q6013	James Heneghan
http://www.wikidata.org/entity/Q6060	50 Cent
http://www.wikidata.org/entity/Q6078	Dr. Dre
http://www.wikidata.org/entity/Q6096	Snoop Dogg
http://www.wikidata.org/entity/Q6101	Marco Polo
http://www.wikidata.org/entity/Q6107	Tupac Shakur
http://www.wikidata.org/entity/Q6184	Plotius Tucca
http://www.wikidata.org/entity/Q6195	Juan Antonio Flecha
http://www.wikidata.org/entity/Q6197	Horace
http://www.wikidata.org/entity/Q6198	Pepi II
http://www.wikidata.org/entity/Q6215	Ramesses VII
http://www.wikidata.org/entity/Q6240	Hafez
http://www.wikidata.org/entity/Q6279	Joe Biden
http://www.wikidata.org/entity/Q6353	Gerardus Mercator
http://www.wikidata.org/entity/Q6473	Klaus Störtebeker
http://www.wikidata.org/entity/Q6512	Søren Kierkegaard
http://www.wikidata.org/entity/Q6515	Mervyn Peake
http://www.wikidata.org/entity/Q6519	Wolf Haas
http://www.wikidata.org/entity/Q6527	Jean-Jacques Rousseau
http://www.wikidata.org/entity/Q6530	Stanisław Lem
http://www.wikidata.org/entity/Q6538	Günter Grass
http://www.wikidata.org/entity/Q6541	Heino
http://www.wikidata.org/entity/Q6550	Donald Duck
http://www.wikidata.org/entity/Q6612	Charon
http://www.wikidata.org/entity/Q6682	Gustave Doré
http://www.wikidata.org/entity/Q6691	Homer
http://www.wikidata.org/entity/Q6694	Alexander von Humboldt
http://www.wikidata.org/entity/Q6701	Jacob Grimm
http://www.wikidata.org/entity/Q6711	Allen Ginsberg
http://www.wikidata.org/entity/Q6714	Wilhelm Grimm
http://www.wikidata.org/entity/Q6722	Carl Friedrich Gauss
http://www.wikidata.org/entity/Q6733	Edward Teller
http://www.wikidata.org/entity/Q6817	Daniel Rosin
http://www.wikidata.org/entity/Q6882	James Joyce
http://www.wikidata.org/entity/Q6969	Stefan Raab
http://www.wikidata.org/entity/Q7011	Kālidāsa
http://www.wikidata.org/entity/Q7031	Luca Signorelli
http://www.wikidata.org/entity/Q7060	Michel Onfray
http://www.wikidata.org/entity/Q7068	Julien Offray de La Mettrie
http://www.wikidata.org/entity/Q7071	Li Bai
http://www.wikidata.org/entity/Q7085	Niels Bohr
http://www.wikidata.org/entity/Q7091	Évariste Galois
http://www.wikidata.org/entity/Q7104	Baron d'Holbach
http://www.wikidata.org/entity/Q7122	Michel Audiard
http://www.wikidata.org/entity/Q7129	Cosimo Tura
http://www.wikidata.org/entity/Q7161	José María Ventura Casas
http://www.wikidata.org/entity/Q7170	Sallust
http://www.wikidata.org/entity/Q7176	Naguib Mahfouz
http://www.wikidata.org/entity/Q7177	Jean-Marie Le Pen
http://www.wikidata.org/entity/Q7192	Qin Shi Huang
http://www.wikidata.org/entity/Q7196	Qin Er Shi
http://www.wikidata.org/entity/Q7198	Ovid
http://www.wikidata.org/entity/Q7199	Marcel Proust
http://www.wikidata.org/entity/Q7200	Alexander Pushkin
http://www.wikidata.org/entity/Q7203	Ziying
http://www.wikidata.org/entity/Q7210	Emperor Gaozu of Han
http://www.wikidata.org/entity/Q7214	Emperor Hui of Han
http://www.wikidata.org/entity/Q7217	Liu Gong
http://www.wikidata.org/entity/Q7220	Emperor Houshao of Han
http://www.wikidata.org/entity/Q7221	Emperor Wen of Han
http://www.wikidata.org/entity/Q7222	Ahmose I
http://www.wikidata.org/entity/Q7224	Emperor Jing of Han
http://www.wikidata.org/entity/Q7225	Emperor Wu of Han
http://www.wikidata.org/entity/Q7227	Emperor Zhao of Han
http://www.wikidata.org/entity/Q7228	Prince of Changyi
http://www.wikidata.org/entity/Q7230	Emperor Xuan of Han
http://www.wikidata.org/entity/Q7232	Emperor Yuan of Han
http://www.wikidata.org/entity/Q7234	Emperor Cheng of Han
http://www.wikidata.org/entity/Q7235	Sophocles
http://www.wikidata.org/entity/Q7237	Emperor Ai of Han
http://www.wikidata.org/entity/Q7241	Rabindranath Tagore
http://www.wikidata.org/entity/Q7243	Leo Tolstoy
http://www.wikidata.org/entity/Q7244	Emperor Ping of Han
http://www.wikidata.org/entity/Q7245	Mark Twain
http://www.wikidata.org/entity/Q7247	Ruzi Ying
http://www.wikidata.org/entity/Q7250	Wang Mang
http://www.wikidata.org/entity/Q7251	Alan Turing
http://www.wikidata.org/entity/Q7262	Emperor Gengshi of Han
http://www.wikidata.org/entity/Q7265	Liu Penzi
http://www.wikidata.org/entity/Q7268	Emperor Guangwu of Han
http://www.wikidata.org/entity/Q7271	Emperor Ming of Han
http://www.wikidata.org/entity/Q7277	Emperor Zhang of Han
http://www.wikidata.org/entity/Q7280	Emperor He of Han
http://www.wikidata.org/entity/Q7282	Emperor Shang of Han
http://www.wikidata.org/entity/Q7285	Emperor An of Han
http://www.wikidata.org/entity/Q7288	Marquess of Beixiang
http://www.wikidata.org/entity/Q7289	Emperor Shun of Han
http://www.wikidata.org/entity/Q7292	Emperor Chong of Han
http://www.wikidata.org/entity/Q7293	Emperor Zhi of Han
http://www.wikidata.org/entity/Q7294	Johannes Brahms
http://www.wikidata.org/entity/Q7297	Emperor Huan of Han
http://www.wikidata.org/entity/Q7298	Antonín Dvořák
http://www.wikidata.org/entity/Q7299	Emperor Ling of Han
http://www.wikidata.org/entity/Q7301	Prince of Hongnong
http://www.wikidata.org/entity/Q7302	George Frideric Handel
http://www.wikidata.org/entity/Q7304	Gustav Mahler
http://www.wikidata.org/entity/Q7311	Giacomo Puccini
http://www.wikidata.org/entity/Q7312	Franz Schubert
http://www.wikidata.org/entity/Q7314	Igor Stravinsky
http://www.wikidata.org/entity/Q7315	Pyotr Ilyich Tchaikovsky
http://www.wikidata.org/entity/Q7316	Emperor Xian of Han
http://www.wikidata.org/entity/Q7317	Giuseppe Verdi
http://www.wikidata.org/entity/Q7321	Jacques Cartier
http://www.wikidata.org/entity/Q7322	Christopher Columbus
http://www.wikidata.org/entity/Q7324	James Cook
http://www.wikidata.org/entity/Q7326	Hernán Cortés
http://www.wikidata.org/entity/Q7327	Yuri Gagarin
http://www.wikidata.org/entity/Q7328	Vasco da Gama
http://www.wikidata.org/entity/Q7331	Ibn Battuta
http://www.wikidata.org/entity/Q7333	Zheng He
http://www.wikidata.org/entity/Q7336	Otto Frank
http://www.wikidata.org/entity/Q7345	Dan Brown
http://www.wikidata.org/entity/Q7346	John Coltrane
http://www.wikidata.org/entity/Q7349	Joseph Haydn
http://www.wikidata.org/entity/Q7351	Robert Schumann
http://www.wikidata.org/entity/Q7356	Emperor Wu of Jin
http://www.wikidata.org/entity/Q7357	Emperor Hui of Jin
