# Output from https://query.wikidata.org/#SELECT%20%3Ftype%20%3FtypeLabel%20%23%3Fsubtype%20%3FsubtypeLabel%20%23%28COUNT%28%3Fx%29%20AS%20%3Fcnt%29%0AWHERE%0A%7B%0A%09%3Ftype%20wdt%3AP31%2Fwdt%3AP279%2a%20wd%3AQ744913%20.%0A%09SERVICE%20wikibase%3Alabel%20%7B%20bd%3AserviceParam%20wikibase%3Alanguage%20%22en%22%20.%20%7D%0A%20%20%20%20%3Fsitelink%20schema%3Aabout%20%3Ftype%20.%0A%09%3Fsitelink%20schema%3AinLanguage%20%22en%22%20.%0A%20%20%20%20%3Fsitelink%20schema%3AisPartOf%20%5B%20wikibase%3AwikiGroup%20%22wikipedia%22%20%5D%20.%0A%7D
type	typeLabel
http://www.wikidata.org/entity/Q3975725	1973 Rome airport attacks and hijacking
http://www.wikidata.org/entity/Q3797641	Sabena Flight 503
http://www.wikidata.org/entity/Q3737036	Copterline Flight 103
http://www.wikidata.org/entity/Q3997249	1971 RAF Hercules crash
http://www.wikidata.org/entity/Q3646750	Mirosławiec air disaster
http://www.wikidata.org/entity/Q3631590	Azza Transport Flight 2241
http://www.wikidata.org/entity/Q3616208	British Airways Flight 268
http://www.wikidata.org/entity/Q3608354	Garuda Indonesia Flight 421
http://www.wikidata.org/entity/Q4016225	Aero Trasporti Italiani Flight 460
http://www.wikidata.org/entity/Q3622449	Argo 16
http://www.wikidata.org/entity/Q858734	Superga air disaster
http://www.wikidata.org/entity/Q858145	Space Shuttle Challenger disaster
http://www.wikidata.org/entity/Q862548	Turkish Airlines Flight 1951
http://www.wikidata.org/entity/Q2603955	Gulf of Sidra incident
http://www.wikidata.org/entity/Q2623769	Taban Air Flight 6437
http://www.wikidata.org/entity/Q2631349	Air Inter Flight 148
http://www.wikidata.org/entity/Q2623686	1996 Belgian Air Force Hercules accident
http://www.wikidata.org/entity/Q2626134	British Airtours Flight 28M
http://www.wikidata.org/entity/Q2616916	Allied Air Flight 111
http://www.wikidata.org/entity/Q2610182	Surinam Airways Flight 764
http://www.wikidata.org/entity/Q2608588	Cubana Flight 455
http://www.wikidata.org/entity/Q2604253	Gulf of Sidra incident
http://www.wikidata.org/entity/Q314087	Ramstein air show disaster
http://www.wikidata.org/entity/Q348349	Adam Air Flight 172
http://www.wikidata.org/entity/Q320879	Lufthansa Flight 005
http://www.wikidata.org/entity/Q337044	BSAA Star Dust accident
http://www.wikidata.org/entity/Q346847	1968 Thule Air Base B-52 crash
http://www.wikidata.org/entity/Q308923	Munich air disaster
http://www.wikidata.org/entity/Q842026	PMTair Flight 241
http://www.wikidata.org/entity/Q800043	1990 Guangzhou Baiyun airport collisions
http://www.wikidata.org/entity/Q835929	Kashmir Princess
http://www.wikidata.org/entity/Q855050	Bhoja Air Flight 213
http://www.wikidata.org/entity/Q806481	Bangkok Airways Flight 266
http://www.wikidata.org/entity/Q822853	Lufthansa Flight 502
http://www.wikidata.org/entity/Q842831	Caspian Airlines Flight 7908
http://www.wikidata.org/entity/Q796847	BOAC Flight 911
http://www.wikidata.org/entity/Q846291	Vietnam Airlines Flight 815
http://www.wikidata.org/entity/Q865870	TAM Airlines Flight 3054
http://www.wikidata.org/entity/Q873485	Colgan Air Flight 3407
http://www.wikidata.org/entity/Q865513	Helios Airways Flight 522
http://www.wikidata.org/entity/Q1762806	RusAir Flight 9605
http://www.wikidata.org/entity/Q1767634	Air Bagan Flight 11
http://www.wikidata.org/entity/Q1771343	Hurum air disaster
http://www.wikidata.org/entity/Q1827323	Pan Am Flight 214
http://www.wikidata.org/entity/Q1779841	Lufthansa Cargo Flight 8460
http://www.wikidata.org/entity/Q1816505	Philippine Airlines Flight 434
http://www.wikidata.org/entity/Q1775068	Alitalia Flight 112
http://www.wikidata.org/entity/Q1797867	LANSA Flight 508
http://www.wikidata.org/entity/Q1781104	Southern Airways Flight 242
http://www.wikidata.org/entity/Q378227	Battle of Barking Creek
http://www.wikidata.org/entity/Q381558	1986 Cerritos mid-air collision
http://www.wikidata.org/entity/Q381070	Aer Lingus Flight 712
http://www.wikidata.org/entity/Q381183	Aero Flight 311
http://www.wikidata.org/entity/Q381461	Aeroflot Flight 593
http://www.wikidata.org/entity/Q381468	Aeroflot Flight 821
http://www.wikidata.org/entity/Q381615	Aeroperú Flight 603
http://www.wikidata.org/entity/Q4016228	Air India Flight 101
http://www.wikidata.org/entity/Q4055755	2011 Antonov An-148 crash
http://www.wikidata.org/entity/Q4055381	Dagestan Airlines Flight 372
http://www.wikidata.org/entity/Q4055758	1958 Aeroflot Тu-104 crash in Chuvash
http://www.wikidata.org/entity/Q4016245	TWA Flight 800 (1964)
http://www.wikidata.org/entity/Q4055748	Ethiopian Airlines Flight 604
http://www.wikidata.org/entity/Q4055756	Aeroflot Flight 909
http://www.wikidata.org/entity/Q4055377	Alrosa Flight 514
http://www.wikidata.org/entity/Q4016243	RwandAir Flight 205
http://www.wikidata.org/entity/Q4055757	Pulkovo Aviation Enterprise Flight 9560
http://www.wikidata.org/entity/Q4055754	2007 Africa One Antonov An-26 crash
http://www.wikidata.org/entity/Q4016231	Airlines PNG Flight 4684
http://www.wikidata.org/entity/Q4055393	Belavia Flight 1834
http://www.wikidata.org/entity/Q4016236	Cebu Pacific Flight 387
http://www.wikidata.org/entity/Q4055751	1997 Irkutsk Antonov An-124 crash
http://www.wikidata.org/entity/Q908717	TWA Flight 800
http://www.wikidata.org/entity/Q918595	British Eagle International Airlines Flight 802
http://www.wikidata.org/entity/Q883089	Paninternational Flight 112
http://www.wikidata.org/entity/Q918604	British European Airways Flight 706
http://www.wikidata.org/entity/Q909869	China Northern Airlines Flight 6136
http://www.wikidata.org/entity/Q890629	American Airlines Flight 1
http://www.wikidata.org/entity/Q904715	Yemenia Flight 626
http://www.wikidata.org/entity/Q2641878	Buddha Air Flight 103
http://www.wikidata.org/entity/Q2634895	Nigeria Airways Flight 2120
http://www.wikidata.org/entity/Q2662518	Vnukovo Airlines Flight 2801
http://www.wikidata.org/entity/Q2633598	Chalk's Ocean Airways Flight 101
http://www.wikidata.org/entity/Q2647284	Alitalia Flight 404
http://www.wikidata.org/entity/Q2648885	TANS Perú Flight 204
http://www.wikidata.org/entity/Q2632428	Air Ontario Flight 1363
http://www.wikidata.org/entity/Q2641872	2011 Royal Moroccan Air Force Lockheed C-130 Hercules crash
http://www.wikidata.org/entity/Q2673524	Sudan Airways Flight 109
http://www.wikidata.org/entity/Q406486	Air France Flight 296
http://www.wikidata.org/entity/Q394864	Agni Air Flight CHT
http://www.wikidata.org/entity/Q384845	American Airlines Flight 587
http://www.wikidata.org/entity/Q387892	Afriqiyah Airways Flight 771
http://www.wikidata.org/entity/Q406503	Air France Flight 358
http://www.wikidata.org/entity/Q1993878	1975 Tan Son Nhut C-5 accident
http://www.wikidata.org/entity/Q1922654	Henan Airlines Flight 8387
http://www.wikidata.org/entity/Q1860910	Yeti Airlines Flight 103
http://www.wikidata.org/entity/Q1945321	Pulkovo Aviation Enterprise Flight 612
http://www.wikidata.org/entity/Q1865863	Cavalese cable car disaster
